author,category,content,country,description,publishedAt,source,title,url,urlToImage
Le Parisien avec AFP,general,"Près de 5 000 contrôles par mois. Cest lobjectif fixé par la ministre du Travail, Élisabeth Borne, qui a annoncé ce mardi que des contrôles seraient effectués « la semaine prochaine » dans les entrep… [+2318 chars]",fra,"«Toutes les entreprises qui peuvent le faire et qui ne l’ont pas encore fait doivent renforcer le télétravail», a insisté ce mardi la ministre du Travail.",2021-12-07T10:31:00Z,Le Parisien,"Telework: ""I have asked the Labour Inspectorate to resume its controls"", warns Elisabeth Borne - Le Parisien",https://www.leparisien.fr/societe/teletravail-des-controles-au-sein-des-entreprises-seront-effectues-previent-elisabeth-borne-07-12-2021-HIE77M5DVRDYHBVPEVFDGVCNWY.php,https://www.leparisien.fr/resizer/_F7fio3P8TI2lCOiHB7XwbCkGno=/1200x675/cloudfront-eu-central-1.images.arcpublishing.com/leparisien/4I5LEAXFDRGPTOLS2Q4TZYPELM.jpg
J.F,general,"LR ne veut plus du Mouvement conservateur dans son giron. Ce mardi lors du comité stratégique du parti, le président des Républicains Christian Jacob a annoncé qu'""il met fin au contrat avec le Mouve… [+1169 chars]",fra,"RUPTURE - Ce mardi, Les Républicains ont mis fin au contrat les liant au Mouvement conservateur (ex-Sens commun), qui a annoncé son soutien à Eric Zemmour le week-end dernier. . Politique : video, Les Républicains se défont du Mouvement conservateur pour son …",2021-12-07T10:26:21Z,Www.lci.fr,The Republicans are getting rid of the Conservative Movement for its support of Eric Zemmour - LCI,https://www.lci.fr/politique/politique-presidentielle-les-republicains-se-defont-du-mouvement-conservateur-pour-son-soutien-a-eric-zemmour-2203919.html,https://photos.lci.fr/images/1280/720/christian-jacob-se-paye-edouard-philippe-c53629-1@1x.jpeg
Geoffroy Husson,general,"Une vidéo permet de découvrir un prototype d'objectif rétractable développé par Oppo pour ses futurs smartphones. 
Lappareil photo rétractable dOppo // Source : Oppo
Oppo est bien connu pour ses in… [+3285 chars]",fra,Une vidéo permet de découvrir un prototype d'objectif rétractable développé par Oppo pour ses futurs smartphones.,2021-12-07T10:20:07Z,Frandroid,Oppo develops retractable lens for upcoming smartphones - Frandroid,https://www.frandroid.com/marques/oppo/1148895_oppo-developpe-un-objectif-retractable-pour-ses-prochains-smartphones,https://images.frandroid.com/wp-content/uploads/2021/12/oppo-retractable.jpg
Warial,general,"La PS5 est enfin là ! Oui, la pénurie frappe toujours. Oui, les stocks sont très limités et risquent fort d'être vides dans 5 minutes à peine. Mais quoi qu'il en soit, il est possible d'acheter une P… [+3465 chars]",fra,"La PS5 est enfin là ! Oui, la pénurie frappe toujours. Oui, les stocks sont très limités et risquent fort d'être vides dans 5 minutes à peine. Mais quoi qu'il en soit, il est possible d'acheter une PS5 dès maintenant ! La PS5 est à nouveau en stock à son vrai…",2021-12-07T10:06:22Z,jeuxvideo.com,The PS5 is finally available! Here's where to buy it - jeuxvideo.com,https://www.jeuxvideo.com/news/1500741/la-ps5-est-enfin-dispo-voici-ou-l-acheter.htm,https://image.jeuxvideo.com/medias-md/163827/1638265175-3680-card.jpg
Lionel Steinmann,general,"Les constructeurs automobiles sont tenus d'électrifier à grande vitesse leur production, mais ils ne peuvent pas non plus se permettre de passer à côté de l'autre révolution eu cours, celle du logici… [+3320 chars]",fra,"Le groupe né de la fusion entre PSA et Fiat-Chrysler dévoile ce mardi sa stratégie logiciel. Il compte vendre des mises à jour à distance du véhicule, des services sur abonnements, mais aussi de l'assurance dès l'an prochain. Revenu annuel supplémentaire atte…",2021-12-07T09:55:37Z,Les Echos,Stellantis: Carlos Tavares wants to capture the windfall from connected cars - Les Echos,https://www.lesechos.fr/industrie-services/automobile/stellantis-carlos-tavares-veut-exploiter-le-filon-des-voitures-connectees-1370325,https://media.lesechos.com/api/v1/images/view/61af1f35d286c233f7400428/1280x720/070489912642-web-tete.jpg
"Natasha Bertrand, Katie Bo Lillis, Jim Sciutto and Kylie Atwood, CNN",general,"(CNN)The Biden administration is exploring options for a potential evacuation of US citizens from Ukraine if Russia were to invade the country and create a dire security situation, half a dozen sourc… [+6514 chars]",usa,"The Biden administration is exploring options for a potential evacuation of US citizens from Ukraine if Russia were to invade the country and create a dire security situation, half a dozen sources tell CNN.",2021-12-07T16:36:00Z,CNN,Biden administration considering options for possibly evacuating US citizens from Ukraine if Russia invades - CNN,https://www.cnn.com/2021/12/07/politics/us-citizens-evacuation-ukraine/index.html,https://cdn.cnn.com/cnnnext/dam/assets/211203094726-ukraine-russia-explainer-021915-super-tease.jpg
"Rob Picheta, CNN",general,"London (CNN)Thousands of desperate Afghans were unable to flee the Taliban following the fall of Kabul because the British government's response to the crisis was disorganized and slow, a whistleblow… [+4894 chars]",usa,"Thousands of desperate Afghans were unable to flee the Taliban following the fall of Kabul because the British government's response to the crisis was disorganized and slow, a whistleblower has claimed.",2021-12-07T15:47:00Z,CNN,"'Chaotic' and slow British response left thousands of Afghans unable to flee the Taliban, whistleblower claims - CNN",https://www.cnn.com/2021/12/07/uk/uk-kabul-evacuation-foreign-office-whistleblower-intl-gbr/index.html,https://cdn.cnn.com/cnnnext/dam/assets/210816092350-07-afghanistan-0816-kabul-super-tease.jpg
Caroline Blair,general,"A tearful Tayshia Adams walked off the stage after discussing her breakup with ex-fiancé Zac Clark for the first time on “The Bachelorette: The Men Tell All” Monday night.
“All in all, all I have to… [+2968 chars]",usa,The Season 16 “Bachelorette” told co-host Kaitlyn Bristowe during Monday night’s special that she is “heartbroken” over the end of her engagement.,2021-12-07T15:30:00Z,Page Six,Tayshia Adams walks off 'Men Tell All' after addressing Zac Clark breakup - Page Six,https://pagesix.com/2021/12/07/tayshia-adams-walks-off-men-tell-all-after-zac-clark-breakup/,https://pagesix.com/wp-content/uploads/sites/3/2021/12/tayshia-adams-zac-clark-03.jpg?quality=90&strip=all&w=1200
Michael Wayland,general,"DETROIT Automaker Stellantis plans to generate about $22.5 billion (20 billion euros) in incremental annual revenue from software services and subscriptions by 2030, the company announced Tuesday.
D… [+3209 chars]",usa,"Driving the growth will be an increase in the automaker's connected vehicles from 12 million today to 34 million by then, according to Stellantis.",2021-12-07T15:24:30Z,CNBC,Automaker Stellantis plans to generate $22.5 billion in new software revenue by 2030 - CNBC,https://www.cnbc.com/2021/12/07/stellantis-plans-to-generate-22point5-billion-in-new-software-revenue-by-2030.html,https://image.cnbcfm.com/api/v1/image/106949444-1632925040371JP022_019GCt8u7s95snnurfcbtggd2fr32ra.jpg?v=1632925333
Alison Sider,general,"American Airlines Group Inc. Chief Executive Doug Parker will step down next year after two decades running airlines, handing the reins to a longtime lieutenant as the company begins to emerge from t… [+209 chars]",usa,"Doug Parker, 20-year airline CEO, will hand off leadership of the airline to Robert Isom in March 2022",2021-12-07T15:21:00Z,The Wall Street Journal,American Airlines CEO Doug Parker to Step Down - The Wall Street Journal,https://www.wsj.com/articles/american-airlines-ceo-doug-parker-to-retire-11638878937,https://images.wsj.net/im-447334/social
,general,"Skip to Main Content
Morning Sports Update
Sean McDermott after the Bills' loss to the Patriots. AP Photo/Adrian Kraus
The Patriots wore down the Bills in a snowy, windy 14-10 win on Monday night.… [+4245 chars]",usa,"""With all due respect, it's not a Bill Belichick-type thing,"" Bills coach Sean McDermott, players frustrated after loss vs. Patriots.",2021-12-07T15:14:00Z,Boston.com,"‘With all due respect, it’s not a Bill Belichick-type thing’: Bills’ coach, players frustrated after loss vs. Patriots - Boston.com",https://www.boston.com/sports/morning-sports-update/2021/12/07/sean-mcdermott-bill-belichick-bills-players-patriots-loss/,https://www.boston.com/wp-content/uploads/2021/12/McDermott-12.7-61af70b8e65bf-scaled.jpg
Julian Mark,general,"She was referring to 36-year-old Joseph Rosenbaum and 26-year-old Anthony Huber, the men whom Rittenhouse shot and killed in Kenosha, Wis., in August 2020. Conservative commentators have highlighted … [+3292 chars]",usa,"In an interview on the right-wing podcast “You Are Here,«  Rittenhouse pushed back on assertions that he was a  »hero.""",2021-12-07T14:56:18Z,The Washington Post,Kyle Rittenhouse discusses shooting in 'You Are Here' podcast interview - The Washington Post,https://www.washingtonpost.com/nation/2021/12/07/kyle-rittenhouse-the-blaze-podcast-interview/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/BHGN3KSUKAI6ZA6S3HNLBYR3PY.jpg&w=1440
FOXBusiness,general,"U.S. stocks gained momentum on Tuesday for the second straight session as fears continue to fade over the omicron variant. 
<table><tr><th>Ticker</th><th>Security</th><th>Last</th><th>Change</th><th… [+5139 chars]",usa,Investors are juicing up stocks for a second session as fears over the omicron variant fade.,2021-12-07T14:38:14Z,Fox Business,"Stocks jump as omicron fears ease, Intel pops - Fox Business",https://www.foxbusiness.com/markets/stocks-dow-omicron-biden-putin-intel,https://a57.foxnews.com/static.foxbusiness.com/foxbusiness.com/content/uploads/2020/05/0/0/empty-nyse-2-AP.jpg?ve=1&tl=1
Victor Mather,general,"On the other side of the line of scrimmage, Josh Allen and the Bills went with a more traditional play-calling scheme, although not a very effective one: He completed 15 of 30 passes for only 145 yar… [+2203 chars]",usa,New England (9-4) kept its offense on the ground in the wind at Buffalo and moved closer to reclaiming the division title the Bills won last season.,2021-12-07T14:33:34Z,New York Times,Patriots Complete Only Two Passes in Win Over Bills - The New York Times,https://www.nytimes.com/2021/12/07/sports/football/patriots-bills-belichick-mac-jones.html,https://static01.nyt.com/images/2021/12/07/multimedia/07patriots2/07patriots2-facebookJumbo-v2.jpg
"Debbie Cenziper, Will Fitzgibbon",general,The administration has also promised to ramp up anti-corruption investigations at the Treasury Department and other federal agencies and elevate U.S. efforts to partner with anti-money laundering reg… [+4160 chars],usa,"The administration said it would work with Congress to bring more scrutiny to trust companies, lawyers and other financial gatekeepers, seek to identify owners “hiding behind opaque” corporations and target those involved in real estate transactions used to h…",2021-12-07T14:02:19Z,The Washington Post,Biden calls for sweeping new push to expose and punish financial corruption - The Washington Post,https://www.washingtonpost.com/business/2021/12/07/biden-tax-havens-pandora-papers/,https://www.washingtonpost.com/wp-apps/imrs.php?src=https://arc-anglerfish-washpost-prod-washpost.s3.amazonaws.com/public/3AK33JA3BMI6ZPVIGCHKCNCZJ4.jpg&w=1440
Jennifer Pattison Tuohy,general,"With Alexa Together, its first paid service in the space, Amazon is making a big play for the lucrative elder care market
If you buy something from a Verge link, Vox Media may earn a commission. See… [+8327 chars]",usa,"A new Alexa voice assistant service from Amazon, Alexa Together replaces Care Hub and is designed to assist in elder care by helping caregivers monitor loved ones remotely.",2021-12-07T14:00:00Z,The Verge,Amazon’s Alexa Together launches today offering more elder care features - The Verge,https://www.theverge.com/2021/12/7/22822026/amazon-alexa-together-elder-care-price-features-release-date,https://cdn.vox-cdn.com/thumbor/xcEP8S19_J7saZktVPB3k6OJq2s=/0x156:8000x4344/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/23069695/Alexa_Together_app.png
Emily Crane,general,"A Mississippi man who was executed for shooting dead his estranged wife admitted just before he died to also killing his sister-in-law, authorities revealed on Monday. 
David Neal Cox, 50, told his … [+2369 chars]",usa,A Mississippi man who was executed for shooting dead his estranged wife admitted to another crime before his death.,2021-12-07T13:57:00Z,New York Post,Mississippi man executed for slaying admits to second murder before death - New York Post,https://nypost.com/2021/12/07/mississippi-man-executed-for-slaying-makes-shock-admission/,https://nypost.com/wp-content/uploads/sites/2/2021/12/death-row-killer-2.jpg?quality=90&strip=all&w=1024
,general,"Only now has it occurred to me that the Patriots and Buccaneers -- more specifically, Bill Belichick and Tom Brady -- are destined to meet atop the Power Rankings, and eventually in Super Bowl LVI.
… [+445 chars]",usa,Dan Hanzus updates the 2021 NFL season hierarchy with his Week 14 Power Rankings. Are the Dolphins rolling toward a playoff berth? Can the Vikings or Raiders right the ship?,2021-12-07T13:45:00Z,NFL News,"NFL Power Rankings, Week 14: Dolphins trending up; Vikings, Raiders sinking - NFL.com",https://www.nfl.com/news/nfl-power-rankings-week-14-2021-nfl-season,https://static.www.nfl.com/image/private/t_editorial_landscape_12_desktop/league/dyxxolniqcdwydbonns2
The Associated Press,general,"The U.S. trade deficit narrowed to $67.1 billion in October, the lowest in six months, after hitting a record high in September. A big rebound in exports helped to offset a much smaller rise in impor… [+2790 chars]",usa,"The U.S. trade deficit narrowed to $67.1 billion in October, the lowest in six months, after hitting a record high in September.",2021-12-07T13:40:07Z,CNBC,U.S. trade deficit narrows in October as exports rebound - CNBC,https://www.cnbc.com/2021/12/07/us-trade-deficit-narrows-sharply-in-october.html,https://image.cnbcfm.com/api/v1/image/106982816-1638364496257-gettyimages-1356480984-cg6a3902_2021113052001580.jpeg?v=1638831720
Teny Sahakian,general,"NEW YORK CITY New Yorkers had mixed opinions about Mayor Bill de Blasios ""first-in-the-nation"" vaccine mandates affecting private companies and children over the age of 5.
De Blasio, who will be rep… [+2245 chars]",usa,Fox News asked New York City residents their thoughts about Mayor Bill de Blasio's strict new vaccine mandates for private businesses and children ages 5-11.,2021-12-07T13:08:40Z,Fox News,New Yorkers react to de Blasio's vaccine mandates on private sector: 'Disaster' or 'about time'? - Fox News,https://www.foxnews.com/politics/de-blasio-vaccine-mandates-private-sector-new-yorkers-react,https://static.foxnews.com/foxnews.com/content/uploads/2021/12/nyc-vax-thumb-3.jpg
Patrick Fletcher,general,"Christina Birch, a former US national champion on the track, has left professional cycling behind and is on her way into space, landing a coveted role as an astronaut with NASA. 
The 35-year-old won… [+3174 chars]",usa,Former national track champion lands role as a NASA astronaut,2021-12-07T13:00:47Z,Cyclingnews.com,Christina Birch swaps cycling for outer space - Cyclingnews.com,https://www.cyclingnews.com/news/christina-birch-swaps-cycling-for-outer-space/,https://cdn.mos.cms.futurecdn.net/9yB5UAQiFG36iSWpHGehDQ-1200-80.jpg
Lee Brown,general,CNN host Don Lemon is getting blasted for covering his pal Jussie Smollett’s trial on his late-night show without mentioning his own central role in tipping off the “Empire” star that he was being in… [+3457 chars],usa,CNN host Don Lemon covered his pal Jussie Smollett’s trial on his late-night show — without mentioning his own central role in tipping off the “Empire” star that he was being inve…,2021-12-07T12:45:00Z,New York Post,CNN's Don Lemon blasted for not mentioning his own key role in Jussie Smollett drama - New York Post,https://nypost.com/2021/12/07/don-lemon-did-not-mention-own-role-in-jussie-smollett-trial/,https://nypost.com/wp-content/uploads/sites/2/2021/12/don-lemon-jussie-smollett-comp-2.jpg?quality=90&strip=all&w=1024
Al Jazeera,general,"The United Arab Emirates announced all government entities will adopt a new work-week schedule consisting of four-and-a-half days with Friday afternoon, Saturday and Sunday forming the new weekend.
… [+3019 chars]",usa,"In significant change, the UAE says Friday afternoon, Saturday and Sunday will form the new weekend.",2021-12-07T12:26:10Z,Al Jazeera English,"UAE announces 4.5-day workweek, Saturday-Sunday weekend - Aljazeera.com",https://www.aljazeera.com/economy/2021/12/7/uae-announces-changes-to-workweek-for-employees-of-govt-sector,https://www.aljazeera.com/wp-content/uploads/2021/09/367596458.jpg?resize=1200%2C630
Ameya Paleja,general,"A recently published study from researchers at the Cleveland Clinic has found that sildenafil, an approved drug for erectile dysfunction, popularly known as Viagra, can help in treating Alzheimer's d… [+2582 chars]",usa,Researchers have found an ally in a drug used to treat erectile dysfunction against Alzheimer's disease.,2021-12-07T12:06:53Z,Interesting Engineering,Study Finds Viagra Usage Could Reduce Alzheimer's Risk by 70 Percent - Interesting Engineering,https://interestingengineering.com/study-finds-viagra-usage-could-reduce-alzheimers-risk-by-70-percent,https://inteng-storage.s3.amazonaws.com/img/iea/zDOZkne4Gk/sizes/study-finds-viagra-usage-could-reduce-alzheimers-disease-risk_md.jpg
